Trust Code,Trust Name,Commissioning Region,Trust Type,Site Code,Site Name,Post Code,Integrated Care Board,Local Authority,Site Type,Incineration (clinical waste) cost (£),Incineration (clinical waste) weight (Tonnes),Alternative Treatment (clinical waste) cost (£),Alternative Treatment (clinical waste) weight (Tonnes),Offensive waste cost (£),Offensive waste weight (Tonnes),Clinical waste (excluding incineration) processed on site cost (£),Clinical waste (excluding incineration) processed on site weight (Tonnes),Clinical waste processed at municipal waste plants cost (£),Clinical waste processed at municipal waste plants weight (Tonnes),Latitude,Longitude
RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RTQ75,PARK HOUSE DAY CENTRE,GL5 2JG,NHS GLOUCESTERSHIRE ICB,GLOUCESTERSHIRE COUNTY COUNCIL,Non inpatient,0,0,0,0,350,0.1,0,0,0,0,51.739532,-2.206725
RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RTQ87,TEWKESBURY GENERAL HOSPITAL,GL20 5QN,NHS GLOUCESTERSHIRE ICB,GLOUCESTERSHIRE COUNTY COUNCIL,Community hospital (with inpatient beds),14948,3.08,4115,2.19,8137,6.69,0,0,0,0,51.992156,-2.152471
RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RTQ99,THE RIKENEL,GL1 1LY,NHS GLOUCESTERSHIRE ICB,GLOUCESTERSHIRE COUNTY COUNCIL,Non inpatient,3382,0.16,37,0.01,3455,0.76,0,0,0,0,51.860426,-2.244687
RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RTQAD,INDEPENDENT LIVING CENTRE,GL51 0BY,NHS GLOUCESTERSHIRE ICB,GLOUCESTERSHIRE COUNTY COUNCIL,Non inpatient,10753,1.52,3325,0.81,355,0.1,0,0,0,0,51.91492,-2.106907
RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RTQB2,GEORGE MOORE COMMUNITY CLINIC,GL54 2AZ,NHS GLOUCESTERSHIRE ICB,GLOUCESTERSHIRE COUNTY COUNCIL,Non inpatient,1355,0.48,1171,0.43,105,0.05,0,0,0,0,51.886317,-1.75678
RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RTQBA,SOUTHGATE MOORINGS,GL1 2DB,NHS GLOUCESTERSHIRE ICB,GLOUCESTERSHIRE COUNTY COUNCIL,Non inpatient,3408,1.61,4677,1.39,0,0,0,0,0,0,51.862997,-2.24929
RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RTQDK,INVISTA,GL3 4HP,NHS GLOUCESTERSHIRE ICB,GLOUCESTERSHIRE COUNTY COUNCIL,Non inpatient,0,0,0,0,0,0,0,0,0,0,51.84574,-2.164258
RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RTQG1,LAUREL HOUSE CHELTENHAM,GL50 4NB,NHS GLOUCESTERSHIRE ICB,GLOUCESTERSHIRE COUNTY COUNCIL,Mental Health (including Specialist services),779,0.24,128,0.03,1452,0.4,0,0,0,0,,
RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RTQORS,OTHER REPORTABLE SITES,GL1 1LY,NHS GLOUCESTERSHIRE ICB,GLOUCESTERSHIRE COUNTY COUNCIL,Other Reportable Site,8269,0.27,7626,2.4,50378,5.03,0,0,0,0,51.860426,-2.244687
RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,Y4W1S,FOREST OF DEAN COMMUNITY HOSPITAL,GL14 3HY,NHS GLOUCESTERSHIRE ICB,GLOUCESTERSHIRE COUNTY COUNCIL,Community hospital (with inpatient beds),3355,2.67,3281,2.08,8569,9.6,0,0,0,0,51.832843,-2.508315
RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,Y9H5T,FIVE VALLEYS,GL5 3BS,NHS GLOUCESTERSHIRE ICB,GLOUCESTERSHIRE COUNTY COUNCIL,Non inpatient,503,0.11,367,0.1,405,0.2,0,0,0,0,51.745679,-2.218457
RVJ,NORTH BRISTOL NHS TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - LARGE,I0J7G,BRISTOL CENTRE FOR ENABLEMENT,BS34 5BW,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB",SOUTH GLOUCESTERSHIRE COUNCIL,Other inpatient,451,0.84,0,0,374,0.98,0,0,0,0,51.527544,-2.59108
RVJ,NORTH BRISTOL NHS TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - LARGE,RVJ01,SOUTHMEAD HOSPITAL,BS10 5NB,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB",BRISTOL CITY COUNCIL,General acute hospital,383064,485.75,69552,89.09,273952,696.81,0,0,0,0,51.494806,-2.591016
RVJ,NORTH BRISTOL NHS TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - LARGE,RVJ06,SOUTH BRISTOL RENAL UNIT,BS4 1WH,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB",BRISTOL CITY COUNCIL,Non inpatient,19148,18.43,0,0,0,0,0,0,0,0,51.428745,-2.596291
RVJ,NORTH BRISTOL NHS TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - LARGE,RVJ20,FRENCHAY HOSPITAL,BS16 1LE,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB",SOUTH GLOUCESTERSHIRE COUNCIL,Non inpatient,0,0,0,0,85,0.01,0,0,0,0,51.496597,-2.528419
RVJ,NORTH BRISTOL NHS TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - LARGE,RVJ21,COSSHAM HOSPITAL,BS15 1LF,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB",BRISTOL CITY COUNCIL,Mixed service hospital,14505,19.98,4458,2.34,1541,4.04,0,0,0,0,51.468886,-2.516121
RVN,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RVN2A,HILLVIEW,BA1 3QE,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB",BATH AND NORTH EAST SOMERSET COUNCIL,Mental Health (including Specialist services),339,0.09,4590,0.76,9990,2.4,0,0,0,0,51.388601,-2.392311
RVN,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RVN2E,BATH NHS HOUSE,BA1 3QE,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB",BATH AND NORTH EAST SOMERSET COUNCIL,Non inpatient,195,0.1,0,0,999,0.19,0,0,0,0,51.388601,-2.392311
RVN,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RVN3F,PETHERTON,BS14 9BP,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB",BRISTOL CITY COUNCIL,Non inpatient,361,0.14,2583,0.51,885,0.11,0,0,0,0,51.421786,-2.56325
RVN,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RVN3L,"1 COLSTON FORT, MONTAGUE PLACE, BRISTOL",BS6 5UB,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB",BRISTOL CITY COUNCIL,Non inpatient,95,0.07,162,0.05,917,0.06,0,0,0,0,51.461383,-2.598285
RVN,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RVN3N,SOUTHMEAD,BS10 5NB,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB",BRISTOL CITY COUNCIL,Mental Health (including Specialist services),1196,0.55,1939,0.44,5667,2.27,0,0,0,0,51.494806,-2.591016
RVN,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RVN3Q,BLACKBERRY HILL,BS16 2EW,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB",BRISTOL CITY COUNCIL,Mental Health and Learning Disabilities,4117,0.33,47,0.02,18319,4.26,0,0,0,0,51.483143,-2.538834
RVN,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RVN4B,LONG FOX,BS23 4TQ,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB",NORTH SOMERSET COUNCIL,Mental Health (including Specialist services),1088,0.13,2595,0.52,7038,4.32,0,0,0,0,51.322331,-2.971405
RVN,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RVN4M,ELMHAM WAY,BS24 7AY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB",NORTH SOMERSET COUNCIL,Mental Health (including Specialist services),142,0.01,132,0.01,270,0.15,0,0,0,0,51.352893,-2.913617
RVN,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RVN4N,COAST RESOURCE CENTRE,BS24 7FY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB",NORTH SOMERSET COUNCIL,Non inpatient,2215,0.18,0,0,511,0.28,0,0,0,0,51.356362,-2.911633
RVN,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RVN4Q,WINDMILL HOUSE,BS21 6UJ,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB",NORTH SOMERSET COUNCIL,Non inpatient,16,0.06,0,0,2,0.01,0,0,0,0,51.42194,-2.849513
RVN,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RVN51,KINGSWOOD CIVIC CENTRE,BS15 9TR,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB",SOUTH GLOUCESTERSHIRE COUNCIL,Non inpatient,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,
RVN,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RVN5J,WHITTUCKS ROAD,BS15 3HY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB",SOUTH GLOUCESTERSHIRE COUNCIL,Mental Health (including Specialist services),198,0.01,0,0,705,0.38,0,0,0,0,51.443583,-2.512008
RVN,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RVN6A,GREEN LANE,SN10 5DS,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB",WILTSHIRE COUNCIL,Mental Health and Learning Disabilities,598,0.22,4235,0.86,11105,2.66,0,0,0,0,51.339146,-1.981296
RVN,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RVN8A,SANDALWOOD COURT,SN3 4WF,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB",SWINDON BOROUGH COUNCIL,Mental Health (including Specialist services),255,0.08,1472,0.49,4653,0.68,0,0,0,0,51.588064,-1.747763
RVN,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RVN9A,FOUNTAIN WAY,SP2 7EP,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB",WILTSHIRE COUNCIL,Mental Health (including Specialist services),2067,1,7914,2,16505,4,0,0,0,0,51.073371,-1.810376
RVN,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RVNCE,VICTORIA CENTRE,SN3 6BW,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB",SWINDON BOROUGH COUNCIL,Mental Health (including Specialist services),233,0.06,1931,0.34,8752,2.59,0,0,0,0,51.538805,-1.725917
RVN,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RVNCM,CHATSWORTH HOUSE,SN1 4BA,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB",SWINDON BOROUGH COUNCIL,Non inpatient,559,0.23,0,0,986,0.18,0,0,0,0,51.552854,-1.779357
RVN,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RVNDF,RIVERSIDE BRISTOL,BS16 1EG,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB",BRISTOL CITY COUNCIL,Mental Health (including Specialist services),0,0,1620,0.26,570,0.07,0,0,0,0,51.484598,-2.537367
RVN,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RVNEL,SPEEDWELL CENTRE,BS5 7TJ,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB",BRISTOL CITY COUNCIL,Non inpatient,457,0.15,0,0,458,0.08,0,0,0,0,51.469053,-2.534982
RVN,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RVNEQ,CALLINGTON ROAD HOSPITAL,BS4 5BJ,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB",BRISTOL CITY COUNCIL,Mental Health (including Specialist services),6432,0.52,677,0.32,31736,14.16,0,0,0,0,51.431264,-2.557556
RVN,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RVNORS,OTHER REPORTABLE SITES,SN15 1GG,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB",BATH AND NORTH EAST SOMERSET COUNCIL,Other Reportable Site,1730,0.66,3,0.01,794,0.1,0,0,0,0,51.468373,-2.108278
RWV,DEVON PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,Q2A7P,BROOKLAND HALL,BS2 9RU,NHS DEVON ICB,BRISTOL CITY COUNCIL,Mental Health (including Specialist services),0,0,0,0,145,0.03,0,0,0,0,51.466587,-2.575506
RWV,DEVON PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RWV05,BIDEFORD AND DISTRICT HOSPITAL (ABBOTSVALE),EX39 3AG,NHS DEVON ICB,DEVON COUNTY COUNCIL,Mental Health (including Specialist services),0,0,0,0,29,0.01,0,0,0,0,51.017812,-4.212783
RWV,DEVON PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RWV0C,JASMINE LODGE,EX2 5AG,NHS DEVON ICB,DEVON COUNTY COUNCIL,Mental Health (including Specialist services),0,0,0,0,233,0.06,0,0,0,0,50.714357,-3.506421
RWV,DEVON PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RWV12,NORTH DEVON DISTRICT HOSPITAL,EX31 4JB,NHS DEVON ICB,DEVON COUNTY COUNCIL,Mental Health (including Specialist services),9091,11.25,450,0.89,3436,7.9,0,0,2194,6.53,51.092166,-4.050455
RWV,DEVON PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RWV16,"CHADWELL CENTRE, PAIGNTON",TQ3 2DW,NHS DEVON ICB,TORBAY COUNCIL,Mental Health (including Specialist services),103,0.02,0,0,243,0.04,0,0,0,0,50.44906,-3.554547
RWV,DEVON PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RWV25,BRIARS CREATIVE THERAPY SERVICE,EX2 9JD,NHS DEVON ICB,DEVON COUNTY COUNCIL,Mental Health (including Specialist services),0,0,0,0,116,0.02,0,0,0,0,50.705317,-3.542302
RWV,DEVON PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RWV27,NEW LEAF,EX6 8AB,NHS DEVON ICB,DEVON COUNTY COUNCIL,Mental Health (including Specialist services),0,0,0,0,116,0.02,0,0,0,0,50.681103,-3.50612
RWV,DEVON PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RWV28,COMPASS HOUSE,EX2 4TL,NHS DEVON ICB,DEVON COUNTY COUNCIL,Mental Health (including Specialist services),0,0,0,0,204,0.04,0,0,0,0,50.720932,-3.515359
RWV,DEVON PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RWV29,TIVERTON HOSPITAL,EX16 6NT,NHS DEVON ICB,DEVON COUNTY COUNCIL,Mental Health and Learning Disabilities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,50.909397,-3.492982
RWV,DEVON PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RWV40,SHERBOURNE HOUSE,TQ12 2PF,NHS DEVON ICB,DEVON COUNTY COUNCIL,Non inpatient,45,0.02,0,0,213,0.03,0,0,0,0,50.531471,-3.608785
RWV,DEVON PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RWV52,ST. JOHNS COURT,EX8 4DD,NHS DEVON ICB,DEVON COUNTY COUNCIL,Mental Health (including Specialist services),54,0.01,0,0,203,0.09,0,0,0,0,50.631351,-3.391989
RWV,DEVON PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RWV55,TORBAY HOSPITAL,TQ2 7AA,NHS DEVON ICB,TORBAY COUNCIL,Mental Health (including Specialist services),1201,0.38,0,0,3032,1.73,0,0,0,0,50.482303,-3.553819
RWV,DEVON PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RWV62,WONFORD HOUSE HOSPITAL,EX2 5AF,NHS DEVON ICB,DEVON COUNTY COUNCIL,Mental Health (including Specialist services),2900,1.47,0,0,2200,1.01,0,0,0,0,50.715384,-3.506312
RWV,DEVON PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RWV70,LANGDON HOSPITAL,EX7 0NR,NHS DEVON ICB,DEVON COUNTY COUNCIL,Mental Health and Learning Disabilities,2250,0.51,0,0,922,0.35,0,0,0,0,50.599657,-3.468191
RWV,DEVON PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RWV88,HAYDONS COURT (THE BUNGALOW),EX14 2DE,NHS DEVON ICB,DEVON COUNTY COUNCIL,Mental Health (including Specialist services),405,0.1,0,0,627,0.46,0,0,0,0,50.794917,-3.186587
RWV,DEVON PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RWV93,THE CEDARS (EXETER),EX2 5SN,NHS DEVON ICB,DEVON COUNTY COUNCIL,Mental Health (including Specialist services),0,0,0,0,727,0.14,0,0,0,0,50.715336,-3.504441
RWV,DEVON PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RWV94,HOSPITAL LANE - ASU (WHIPTON),EX1 3PQ,NHS DEVON ICB,DEVON COUNTY COUNCIL,Mental Health (including Specialist services),205,0.16,0,0,532,0.45,0,0,0,0,50.73178,-3.482409
RWV,DEVON PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RWV98,FRANKLYN HOSPITAL SITE,EX2 9HS,NHS DEVON ICB,DEVON COUNTY COUNCIL,Mental Health (including Specialist services),2220,0.52,0,0,4303,3.99,0,0,0,0,50.712399,-3.549433
RWV,DEVON PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RWVFT,CAMHS LIAISON (EVERGREEN HOUSE),EX2 4NU,NHS DEVON ICB,DEVON COUNTY COUNCIL,Mental Health (including Specialist services),0,0,0,0,145,0.03,0,0,0,0,50.718023,-3.514982
RWV,DEVON PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RWVJK-X,PICU - THE JUNIPERS,EX2 5AG,NHS DEVON ICB,DEVON COUNTY COUNCIL,Mental Health (including Specialist services),0,0,0,0,87,0.02,0,0,0,0,50.714357,-3.506421
RWV,DEVON PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RWVMZ,N DEVON SECTOR B (NMP) - WEST PILTON OFFICES,EX31 1QL,NHS DEVON ICB,DEVON COUNTY COUNCIL,Mental Health (including Specialist services),72,0.03,0,0,285,0.05,0,0,0,0,51.091224,-4.055925
RWV,DEVON PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RWVORS,OTHER REPORTABLE SITES,EX2 5AF,NHS DEVON ICB,DEVON COUNTY COUNCIL,Other Reportable Site,233,0.2,0,0,1280,0.31,0,0,0,0,50.715384,-3.506312
RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,AMBULANCE,R2V9F,REDRUTH AMB STN 2,TR15 3RQ,NHS DORSET ICB,CORNWALL COUNCIL,Support Facility,1792,0.62,1643,0.57,604,3.85,Not Applicable,Not Applicable,Not Applicable,Not Applicable,50.227412,-5.251429
RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,AMBULANCE,R7H1Y,DORSET MAIN OPERATING BASE,BH21 7BU,NHS DORSET ICB,DORSET COUNCIL,Support Facility,0,0,0,0,0,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,50.807992,-1.915624
RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,AMBULANCE,RYF0A,ST JAMES A,BS32 4QJ,NHS DORSET ICB,SOUTH GLOUCESTERSHIRE COUNCIL,Support Facility,0,0,0,0,0,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,51.548468,-2.556191
RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,AMBULANCE,RYF28,TORQUAY AMBULANCE STATION,TQ2 7BP,NHS DORSET ICB,TORBAY COUNCIL,Support Facility,646,0.15,0,0,628,4.01,Not Applicable,Not Applicable,Not Applicable,Not Applicable,50.4827,-3.551676
RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,AMBULANCE,RYF35,DERRIFORD AMBULANCE STATION,PL6 5AB,NHS DORSET ICB,PLYMOUTH CITY COUNCIL,Support Facility,1172,0.41,896,0.31,880,5.61,Not Applicable,Not Applicable,Not Applicable,Not Applicable,50.416269,-4.119493
RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,AMBULANCE,RYF45,"TRUST HQ, SOWTON INDUSTRIAL ESTATE, EXETER",EX2 7HY,NHS DORSET ICB,DEVON COUNTY COUNCIL,Support Facility,0,0,0,0,22,0.14,Not Applicable,Not Applicable,Not Applicable,Not Applicable,50.720158,-3.464758
RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,AMBULANCE,RYF46,TAUNTON AMBULANCE STATION,TA1 2LB,NHS DORSET ICB,SOMERSET COUNTY COUNCIL,Support Facility,1361,0.38,0,0,642,4.1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,51.014957,-3.080897
RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,AMBULANCE,RYFAM,LOGISTICS BASE KESTREL WAY,EX2 7JS,NHS DORSET ICB,DEVON COUNTY COUNCIL,Support Facility,1315,0.41,0,0,491,3.13,Not Applicable,Not Applicable,Not Applicable,Not Applicable,50.719162,-3.466059
RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,AMBULANCE,RYFDK,SWINDON AMBULANCE STATION,SN3 1AR,NHS DORSET ICB,SWINDON BOROUGH COUNCIL,Support Facility,517,0.18,1643,0.57,979,6.25,Not Applicable,Not Applicable,Not Applicable,Not Applicable,51.562886,-1.768474
